b'id',b'key',b'value',b'type' 
b'2675944664',b'covered',b'yes',b'regular'
b'2675944664',b'highway',b'bus_stop',b'regular'
b'2675944664',b'network',b'RTA',b'regular'
b'2675944668',b'amenity',b'bench',b'regular'
b'2675944670',b'name',b'2',b'regular'
b'2675944670',b'source',b'http://www.gtfs-data-exchange.com/agency/san-luis-obispo-regional-transit-authority/',b'regular'
b'2675944670',b'covered',b'yes',b'regular'
b'2675944670',b'highway',b'bus_stop',b'regular'
b'2675944670',b'network',b'RTA',b'regular'
b'2675944674',b'name',b'2',b'regular'
b'2675944674',b'source',b'http://www.gtfs-data-exchange.com/agency/san-luis-obispo-regional-transit-authority/',b'regular'
b'2675944674',b'covered',b'no',b'regular'
b'2675944674',b'highway',b'bus_stop',b'regular'
b'2675944674',b'network',b'RTA',b'regular'
b'2675944679',b'amenity',b'bench',b'regular'
b'2675944681',b'amenity',b'post_box',b'regular'
b'2675944683',b'name',b'2',b'regular'
b'2675944683',b'source',b'http://www.gtfs-data-exchange.com/agency/san-luis-obispo-regional-transit-authority/',b'regular'
b'2675944683',b'covered',b'yes',b'regular'
b'2675944683',b'highway',b'bus_stop',b'regular'
b'2675944683',b'network',b'RTA',b'regular'
b'2675944687',b'highway',b'stop',b'regular'
b'2675944690',b'amenity',b'waste_basket',b'regular'
b'2675944692',b'amenity',b'bench',b'regular'
b'2675944695',b'name',b'2',b'regular'
b'2675944695',b'source',b'http://www.slocity.org/publicworks/download/busmap.pdf',b'regular'
b'2675944695',b'covered',b'yes',b'regular'
b'2675944695',b'highway',b'bus_stop',b'regular'
b'2675944695',b'network',b'RTA',b'regular'
b'2677249892',b'name',b'Jamba Juice',b'regular'
b'2677249892',b'amenity',b'fast_food',b'regular'
b'2677249892',b'cuisine',b'juice',b'regular'
b'2677249892',b'takeaway',b'yes',b'regular'
b'2677249892',b'full',b'890 Marsh Street',b'addr'
b'2677249892',b'street',b'Marsh Street',b'addr'
b'2677249892',b'outdoor_seating',b'yes',b'regular'
b'2677249892',b'housenumber',b'890',b'addr'
b'2677249892',b'street:name',b'Marsh',b'addr'
b'2677249892',b'street:type',b'Street',b'addr'
b'2687808439',b'note',b'2071;2072',b'regular'
b'2687808439',b'highway',b'street_lamp',b'regular'
b'2687809673',b'note',b'89',b'regular'
b'2687809673',b'highway',b'street_lamp',b'regular'
b'2687809674',b'note',b'1103',b'regular'
b'2687809674',b'highway',b'street_lamp',b'regular'
b'2687809675',b'note',b'76',b'regular'
b'2687809675',b'highway',b'street_lamp',b'regular'
b'2687809676',b'note',b'72',b'regular'
b'2687809676',b'highway',b'street_lamp',b'regular'
b'2691989477',b'name',b'British Sports Cars',b'regular'
b'2691989477',b'shop',b'car',b'regular'
b'2691989478',b'name',b'EnVision Optometry',b'regular'
b'2691989478',b'shop',b'optician',b'regular'
b'2691989478',b'website',b'http://www.envisionoptometry.net/',b'regular'
b'2691989478',b'full',b'1245 Broad Street',b'addr'
b'2691989478',b'street',b'Broad',b'addr'
b'2691989478',b'housenumber',b'1245',b'addr'
b'2691989478',b'street:type',b'Street',b'addr'
b'2691989480',b'name',b'The Mountain Air',b'regular'
b'2691989480',b'shop',b'outdoor',b'regular'
b'2691989480',b'website',b'http://themountainair.com/',b'regular'
b'2691989480',b'full',b'667D Marsh',b'addr'
b'2691989480',b'street',b'Marsh',b'addr'
b'2691989480',b'housenumber',b'667D',b'addr'
b'2691989480',b'street:type',b'Street',b'addr'
b'2691989481',b'name',b'Sumo Sushi',b'regular'
b'2691989481',b'amenity',b'restaurant',b'regular'
b'2691989481',b'cuisine',b'sushi',b'regular'
b'2691989481',b'full',b'667C Marsh',b'addr'
b'2691989481',b'street',b'Marsh',b'addr'
b'2691989481',b'housenumber',b'667C',b'addr'
b'2691989481',b'street:type',b'Street',b'addr'
b'2691989482',b'name',"b""Takken's""",b'regular'
b'2691989482',b'shop',b'shoes',b'regular'
b'2691989517',b'amenity',b'atm',b'regular'
b'2691989521',b'entrance',b'yes',b'regular'
b'2691989526',b'amenity',b'atm',b'regular'
b'2691989527',b'entrance',b'yes',b'regular'
b'2696767998',b'amenity',b'bench',b'regular'
b'2696768005',b'name',b'3',b'regular'
b'2696768005',b'highway',b'bus_stop',b'regular'
b'2705157949',b'power',b'tower',b'regular'
b'2705157951',b'power',b'tower',b'regular'
b'2705157952',b'power',b'tower',b'regular'
b'2705157953',b'power',b'tower',b'regular'
b'2705190098',b'power',b'tower',b'regular'
b'2705190099',b'power',b'tower',b'regular'
b'2705190100',b'power',b'tower',b'regular'
b'2705190101',b'power',b'tower',b'regular'
b'2705190107',b'power',b'tower',b'regular'
b'2705190108',b'power',b'tower',b'regular'
b'2705190109',b'power',b'tower',b'regular'
b'2705190110',b'power',b'tower',b'regular'
b'2705190111',b'power',b'tower',b'regular'
b'2705190112',b'power',b'tower',b'regular'
b'2705190113',b'power',b'tower',b'regular'
b'2705190114',b'power',b'tower',b'regular'
b'2705190116',b'power',b'tower',b'regular'
b'2705190117',b'power',b'tower',b'regular'
b'2705190118',b'power',b'tower',b'regular'
b'2705190119',b'power',b'tower',b'regular'
b'2705190120',b'power',b'tower',b'regular'
b'2705190121',b'power',b'tower',b'regular'
b'2705190122',b'power',b'tower',b'regular'
b'2705190123',b'power',b'tower',b'regular'
b'2705190124',b'power',b'tower',b'regular'
b'2705190125',b'power',b'tower',b'regular'
b'2705190126',b'power',b'tower',b'regular'
b'2705190127',b'power',b'tower',b'regular'
b'2705190128',b'power',b'tower',b'regular'
b'2705190129',b'power',b'tower',b'regular'
b'2705190130',b'power',b'tower',b'regular'
b'2705190131',b'power',b'tower',b'regular'
b'2705190132',b'power',b'tower',b'regular'
b'2705190133',b'power',b'tower',b'regular'
b'2705190134',b'power',b'tower',b'regular'
b'2705190135',b'power',b'tower',b'regular'
b'2705190136',b'power',b'tower',b'regular'
b'2705190137',b'power',b'tower',b'regular'
b'2705190138',b'power',b'tower',b'regular'
b'2705190139',b'power',b'tower',b'regular'
b'2705190140',b'power',b'tower',b'regular'
b'2705190141',b'power',b'tower',b'regular'
b'2706469231',b'tourism',b'viewpoint',b'regular'
b'2706469510',b'barrier',b'gate',b'regular'
b'2706469529',b'highway',b'stop',b'regular'
b'2706469541',b'man_made',b'antenna',b'regular'
b'2706469557',b'barrier',b'bollard',b'regular'
b'2706469563',b'highway',b'stop',b'regular'
b'2706469578',b'barrier',b'stile',b'regular'
b'2706469579',b'highway',b'stop',b'regular'
b'2706469585',b'highway',b'stop',b'regular'
b'2706469603',b'highway',b'stop',b'regular'
b'2706469609',b'highway',b'stop',b'regular'
b'2706469611',b'highway',b'stop',b'regular'
b'2706469612',b'highway',b'stop',b'regular'
b'2706469619',b'highway',b'stop',b'regular'
b'2706469639',b'highway',b'stop',b'regular'
b'2706469640',b'highway',b'stop',b'regular'
b'2707257458',b'amenity',b'bench',b'regular'
b'2707257460',b'amenity',b'bench',b'regular'
b'2707257463',b'name',"b'4,5'",b'regular'
b'2707257463',b'covered',b'yes',b'regular'
b'2707257463',b'highway',b'bus_stop',b'regular'
b'2707257463',b'network',b'RTA',b'regular'
b'2707257464',b'name',b'5',b'regular'
b'2707257464',b'covered',b'yes',b'regular'
b'2707257464',b'highway',b'bus_stop',b'regular'
b'2707257464',b'network',b'RTA',b'regular'
b'2707257465',b'name',b'4',b'regular'
b'2707257465',b'highway',b'bus_stop',b'regular'
b'2707257465',b'network',b'RTA',b'regular'
b'2707257466',b'name',"b'1,2'",b'regular'
b'2707257466',b'highway',b'bus_stop',b'regular'
b'2707261070',b'tourism',b'viewpoint',b'regular'
b'2711788937',b'name',b'Open Air Flowers',b'regular'
b'2711788937',b'shop',b'florist',b'regular'
b'2711788937',b'city',b'San Luis Obispo',b'addr'
b'2711788937',b'street',b'Osos Street',b'addr'
b'2711788937',b'housenumber',b'1055',b'addr'
b'2718297556',b'highway',b'stop',b'regular'
b'2718297568',b'fixme',b'continue',b'regular'
b'2718297606',b'highway',b'stop',b'regular'
b'2718297647',b'highway',b'stop',b'regular'
b'2718297652',b'highway',b'stop',b'regular'
b'2718297654',b'highway',b'stop',b'regular'
b'2718297656',b'highway',b'stop',b'regular'
b'2718297668',b'railway',b'crossing',b'regular'
b'2718297670',b'railway',b'crossing',b'regular'
b'2720132023',b'highway',b'crossing',b'regular'
b'2720132045',b'highway',b'stop',b'regular'
b'2720132057',b'highway',b'stop',b'regular'
b'2720132058',b'highway',b'stop',b'regular'
b'2720132081',b'highway',b'stop',b'regular'
b'2720132082',b'highway',b'stop',b'regular'
b'2720132083',b'highway',b'stop',b'regular'
b'2720132084',b'highway',b'stop',b'regular'
b'2720135562',b'name',b'4',b'regular'
b'2720135562',b'highway',b'bus_stop',b'regular'
b'2720135563',b'name',b'5',b'regular'
b'2720135563',b'highway',b'bus_stop',b'regular'
b'2723328350',b'power',b'tower',b'regular'
b'2729406202',b'amenity',b'parking',b'regular'
b'2729406304',b'amenity',b'parking',b'regular'
b'2729406348',b'amenity',b'parking',b'regular'
b'2737552247',b'note',b'849',b'regular'
b'2737552247',b'highway',b'street_lamp',b'regular'
b'2737552256',b'note',b'868',b'regular'
b'2737552256',b'highway',b'street_lamp',b'regular'
b'2743931194',b'highway',b'stop',b'regular'
b'2743931266',b'fixme',b'continue',b'regular'
b'2743931274',b'access',b'private',b'regular'
b'2743931274',b'barrier',b'gate',b'regular'
b'2752205130',b'highway',b'street_lamp',b'regular'
b'2752205130',b'description',b'2012',b'regular'
b'2752361437',b'note',b'ID covered',b'regular'
b'2752361437',b'highway',b'street_lamp',b'regular'
b'2752366170',b'note',b'416',b'regular'
b'2752366170',b'highway',b'street_lamp',b'regular'
b'2752372755',b'note',b'3090',b'regular'
b'2752372755',b'highway',b'street_lamp',b'regular'
b'2752964204',b'highway',b'stop',b'regular'
b'2752964205',b'highway',b'stop',b'regular'
b'2774280378',b'highway',b'turning_circle',b'regular'
b'2790324471',b'man_made',b'surveillance',b'regular'
b'2790324471',b'description',b'2 of them',b'regular'
b'2790324841',b'highway',b'street_lamp',b'regular'
b'2797647973',b'access',b'official',b'regular'
b'2797647973',b'amenity',b'fuel',b'regular'
b'2800248331',b'name',b'Dallidet Adobe and Garden',b'regular'
b'2800248331',b'phone',b'+1 (805) 543-0638',b'regular'
b'2800248331',b'tourism',b'museum',b'regular'
b'2800248331',b'website',b'http://www.dallidet.org/',b'regular'
b'2800248331',b'operator',b'History Center of San Luis Obispo County',b'regular'
b'2800248331',b'city',b'San Luis Obispo',b'addr'
b'2800248331',b'street',b'Pacific Street',b'addr'
b'2800248331',b'postcode',b'93401',b'addr'
b'2800248331',b'housenumber',b'1185',b'addr'
b'2800399807',b'name',b'Jack House and Gardens',b'regular'
b'2800399807',b'phone',b'+1 805 781-7222',b'regular'
b'2800399807',b'tourism',b'museum',b'regular'
b'2800399807',b'website',b'http://www.slocity.org/parksandrecreation/historicjh.asp',b'regular'
b'2800399807',b'operator',b'City of San Luis Obispo',b'regular'
b'2800399807',b'city',b'San Luis Obispo',b'addr'
b'2800399807',b'street',b'Marsh Street',b'addr'
b'2800399807',b'postcode',b'93401',b'addr'
b'2800399807',b'housenumber',b'536',b'addr'
b'2805282745',b'name',b'San Luis Obispo Museum of Art',b'regular'
b'2805282745',b'phone',b'+1 805 543-8562',b'regular'
b'2805282745',b'tourism',b'museum',b'regular'
b'2805282745',b'website',b'http://www.sloma.org/',b'regular'
b'2805282745',b'city',b'San Luis Obispo',b'addr'
b'2805282745',b'street',b'Broad Street',b'addr'
b'2805282745',b'postcode',b'93401',b'addr'
b'2805282745',b'housenumber',b'1010',b'addr'
b'2818649201',b'highway',b'stop',b'regular'
b'2818699812',b'note',b'97',b'regular'
b'2818699812',b'highway',b'street_lamp',b'regular'
b'2819027621',b'source',b'survey;Mapillary',b'regular'
b'2819027621',b'amenity',b'bench',b'regular'
b'2819027622',b'source',b'survey;Mapillary',b'regular'
b'2819027622',b'barrier',b'bollard',b'regular'
b'2819027623',b'highway',b'crossing',b'regular'
b'2821872423',b'name',b'Mama Ganache Artisan Chocolates',b'regular'
b'2821872423',b'shop',b'confectionery',b'regular'
b'2821872423',b'full',b'1445 Monterey Street',b'addr'
b'2821872423',b'street',b'Monterey Street',b'addr'
b'2821872423',b'housenumber',b'1445',b'addr'
b'2821872423',b'street:name',b'Monterey',b'addr'
b'2821872423',b'street:type',b'Street',b'addr'
b'2821872424',b'name',"b""Owen's Music""",b'regular'
b'2821872424',b'shop',b'musical_instrument',b'regular'
b'2821872424',b'full',b'1441 Monterey Street',b'addr'
b'2821872424',b'street',b'Monterey Street',b'addr'
b'2821872424',b'housenumber',b'1441',b'addr'
b'2821872424',b'street:name',b'Monterey',b'addr'
b'2821872424',b'street:type',b'Street',b'addr'
b'2821885913',b'name',b'Salon Monterey',b'regular'
b'2821885913',b'full',b'1435 Monterey Street',b'addr'
b'2821885913',b'street',b'Monterey Street',b'addr'
b'2821885913',b'housenumber',b'1435',b'addr'
b'2821885913',b'street:name',b'Monterey',b'addr'
b'2821885913',b'street:type',b'Street',b'addr'
b'2821899072',b'name',b'Cici Nails',b'regular'
b'2821899072',b'shop',b'beauty',b'regular'
b'2821899072',b'full',b'1307 Monterey Street',b'addr'
b'2821899072',b'street',b'Monterey Street',b'addr'
b'2821899072',b'housenumber',b'1307',b'addr'
b'2821899072',b'street:name',b'Monterey',b'addr'
b'2821899072',b'street:type',b'Street',b'addr'
b'2830762209',b'note',b'2679',b'regular'
b'2830762209',b'highway',b'street_lamp',b'regular'
b'2830764101',b'highway',b'street_lamp',b'regular'
b'2830764101',b'description',b'2678',b'regular'
b'2830764701',b'highway',b'street_lamp',b'regular'
b'2830764701',b'description',b'433',b'regular'
b'2849824211',b'city',b'San Luis Obispo',b'addr'
b'2849824211',b'full',"b'2220 Exposition Drive San Luis Obispo, CA 93401 US'",b'addr'
b'2849824211',b'county',b'San Luis Obispo',b'addr'
b'2849824211',b'street',b'Exposition Drive',b'addr'
b'2849824211',b'country',b'US',b'addr'
b'2849824211',b'postcode',b'93401',b'addr'
b'2849824211',b'housenumber',b'2220',b'addr'
b'2849824211',b'street:name',b'Exposition',b'addr'
b'2849824211',b'street:type',b'Drive',b'addr'
b'2849824212',b'city',b'San Luis Obispo',b'addr'
b'2849824212',b'full',"b'2221 King Court San Luis Obispo, CA 93401'",b'addr'
b'2849824212',b'county',b'San Luis Obispo',b'addr'
b'2849824212',b'street',b'King Court',b'addr'
b'2849824212',b'country',b'US',b'addr'
b'2849824212',b'postcode',b'93401',b'addr'
b'2849824212',b'housenumber',b'2221',b'addr'
b'2849824212',b'street:name',b'King',b'addr'
b'2849824212',b'street:type',b'Court',b'addr'
b'2849824213',b'city',b'San Luis Obispo',b'addr'
b'2849824213',b'full',"b'2225 Exposition Drive San Luis Obispo, CA 93401 US'",b'addr'
b'2849824213',b'county',b'San Luis Obispo',b'addr'
b'2849824213',b'street',b'Exposition Drive',b'addr'
b'2849824213',b'country',b'US',b'addr'
b'2849824213',b'postcode',b'93401',b'addr'
b'2849824213',b'housenumber',b'2225',b'addr'
b'2849824213',b'street:name',b'Exposition',b'addr'
b'2849824213',b'street:type',b'Drive',b'addr'
b'2849824214',b'city',b'San Luis Obispo',b'addr'
b'2849824214',b'full',"b'2230 Exposition Drive San Luis Obispo, CA 93401'",b'addr'
b'2849824214',b'county',b'San Luis Obispo',b'addr'
b'2849824214',b'street',b'Exposition Drive',b'addr'
b'2849824214',b'country',b'US',b'addr'
b'2849824214',b'postcode',b'93401',b'addr'
b'2849824214',b'housenumber',b'2230',b'addr'
b'2849824214',b'street:name',b'Exposition',b'addr'
b'2849824214',b'street:type',b'Drive',b'addr'
b'2852106420',b'city',b'San Luis Obispo',b'addr'
b'2852106420',b'full',"b'649 Branch Street San Luis Obispo, CA 93401 US'",b'addr'
b'2852106420',b'state',b'CA',b'addr'
b'2852106420',b'county',b'San Luis Obispo',b'addr'
b'2852106420',b'street',b'Branch Street',b'addr'
b'2852106420',b'country',b'US',b'addr'
b'2852106420',b'postcode',b'93401',b'addr'
b'2852106420',b'housenumber',b'649',b'addr'
b'2852106420',b'street:name',b'Branch',b'addr'
b'2852106420',b'street:type',b'Street',b'addr'
b'2852106426',b'highway',b'stop',b'regular'
b'2852106434',b'highway',b'stop',b'regular'
b'2852106435',b'highway',b'stop',b'regular'
b'2852106438',b'highway',b'stop',b'regular'
b'2852106439',b'highway',b'stop',b'regular'
b'2852106456',b'highway',b'stop',b'regular'
b'2858963541',b'city',b'San Luis Obispo',b'addr'
b'2858963541',b'full',b'3591 Sacramento Drive',b'addr'
b'2858963541',b'county',b'San Luis Obispo',b'addr'
b'2858963541',b'country',b'US',b'addr'
b'2858963541',b'postcode',b'93401',b'addr'
b'2858963541',b'housenumber',b'3591',b'addr'
b'2858963541',b'street:name',b'Sacramento',b'addr'
b'2858963541',b'street:type',b'Drive',b'addr'
b'2873885127',b'amenity',b'parking_entrance',b'regular'
b'2873885128',b'amenity',b'parking_entrance',b'regular'
b'2873897655',b'amenity',b'parking_entrance',b'regular'
b'2873909774',b'highway',b'stop',b'regular'
b'2890433201',b'name',"b""Goshi's""",b'regular'
b'2890433201',b'amenity',b'restaurant',b'regular'
b'2890433201',b'cuisine',b'japanese',b'regular'
b'2890436159',b'name',b'Laguna Lake Dog Park',b'regular'
b'2890436159',b'note',b'Open area dog park',b'regular'
b'2890436159',b'leisure',b'dog_park',b'regular'
b'2890438017',b'name',b'Laguna Bar and Grill',b'regular'
b'2890438017',b'amenity',b'restaurant',b'regular'
b'2890438017',b'cuisine',b'burger',b'regular'
b'2908246010',b'name',b'Central Coast Lock & Key',b'regular'
b'2908246010',b'shop',b'locksmith',b'regular'
b'2908246010',b'city',b'San Luis Obispo',b'addr'
b'2908246010',b'street',b'Los Osos Valley Road',b'addr'
b'2908246010',b'postcode',b'93405',b'addr'
b'2908246010',b'housenumber',b'12340',b'addr'
b'2908246011',b'name',b'AAMCO Transmissions',b'regular'
b'2908246011',b'shop',b'car_parts',b'regular'
b'2908246011',b'city',b'San Luis Obispo',b'addr'
b'2908246011',b'street',b'Los Osos Valley Road',b'addr'
b'2908246011',b'postcode',b'93405',b'addr'
b'2908246011',b'housenumber',b'12338',b'addr'
b'2908246012',b'city',b'San Luis Obispo',b'addr'
b'2908246012',b'street',b'Los Osos Valley Road',b'addr'
b'2908246012',b'postcode',b'93405',b'addr'
b'2908246012',b'housenumber',b'12326',b'addr'
b'2908246013',b'amenity',b'post_box',b'regular'
b'2908246014',b'amenity',b'bicycle_parking',b'regular'
b'2908246015',b'type',b'palm',b'regular'
b'2908246015',b'natural',b'tree',b'regular'
b'2908246016',b'type',b'palm',b'regular'
b'2908246016',b'natural',b'tree',b'regular'
b'2908246017',b'name',b'Moon Spa',b'regular'
b'2908246017',b'shop',b'beauty',b'regular'
b'2908246017',b'phone',b'+1 805 4392188',b'regular'
b'2908246017',b'website',b'http://moonspamassage.com/',b'regular'
b'2908246017',b'city',b'San Luis Obispo',b'addr'
b'2908246017',b'street',b'Los Osos Valley Road',b'addr'
b'2908246017',b'postcode',b'93405',b'addr'
b'2908246017',b'housenumber',b'12324',b'addr'
b'2908246018',b'name',b'Kumon',b'regular'
b'2908246018',b'office',b'educational_institution',b'regular'
b'2908246019',b'name',b'Enterprise',b'regular'
b'2908246019',b'amenity',b'car_rental',b'regular'
b'2908246020',b'name',b'Cosmo Prof',b'regular'
b'2908246020',b'shop',b'beauty',b'regular'
b'2908246020',b'website',b'https://www.cosmoprofbeauty.com/',b'regular'
b'2908246020',b'city',b'San Luis Obispo',b'addr'
b'2908246020',b'street',b'Los Osos Valley Road',b'addr'
b'2908246020',b'postcode',b'93405',b'addr'
b'2908246020',b'housenumber',b'12314',b'addr'
b'2908246021',b'amenity',b'bicycle_parking',b'regular'
b'2908246022',b'type',b'palm',b'regular'
b'2908246022',b'natural',b'tree',b'regular'
b'2908246023',b'type',b'palm',b'regular'
b'2908246023',b'natural',b'tree',b'regular'
b'2908246024',b'name',b'Ribline',b'regular'
b'2908246024',b'amenity',b'restaurant',b'regular'
b'2908246024',b'cuisine',b'american',b'regular'
b'2908246024',b'website',b'http://www.ribline.com/',b'regular'
b'2908246024',b'city',b'San Luis Obispo',b'addr'
b'2908246024',b'street',b'Los Osos Valley Road',b'addr'
b'2908246024',b'postcode',b'93405',b'addr'
b'2908246024',b'housenumber',b'12308',b'addr'
b'2908246025',b'name',b'Blackhorse Espresso and Bakery',b'regular'
b'2908246025',b'amenity',b'cafe',b'regular'
b'2908246025',b'website',b'http://www.blackhorsecoffee.com/',b'regular'
b'2908246025',b'city',b'San Luis Obispo',b'addr'
b'2908246025',b'street',b'Los Osos Valley Road',b'addr'
b'2908246025',b'postcode',b'93405',b'addr'
b'2908246025',b'opening_hours',b'06:00-20:00',b'regular'
b'2908246025',b'housenumber',b'12300',b'addr'
b'2908246026',b'name',b'Et Voil\xc3\xa0',b'regular'
b'2908246026',b'craft',b'caterer',b'regular'
b'2908246026',b'amenity',b'restaurant',b'regular'
b'2908246026',b'cuisine',b'french',b'regular'
b'2908246026',b'website',b'http://www.etvoilarestaurant.com/',b'regular'
b'2910259122',b'city',b'San Luis Obispo',b'addr'
b'2910259122',b'street',b'Los Osos Valley Road',b'addr'
b'2910259122',b'postcode',b'93405',b'addr'
b'2910259122',b'housenumber',b'12330',b'addr'
b'2910259123',b'city',b'San Luis Obispo',b'addr'
b'2910259123',b'street',b'Los Osos Valley Road',b'addr'
b'2910259123',b'postcode',b'93405',b'addr'
b'2910259123',b'housenumber',b'12328',b'addr'
b'2910259124',b'name',b'Depth Perceptions',b'regular'
b'2910259124',b'shop',b'scuba_diving',b'regular'
b'2910259124',b'amenity',b'dive_centre',b'regular'
b'2910259124',b'website',b'http://www.depthperceptions.net/',b'regular'
b'2910259124',b'city',b'San Luis Obispo',b'addr'
b'2910259124',b'street',b'Los Osos Valley Road',b'addr'
b'2910259124',b'postcode',b'93405',b'addr'
b'2910259124',b'housenumber',b'12322',b'addr'
b'2910259125',b'type',b'palm',b'regular'
b'2910259125',b'natural',b'tree',b'regular'
b'2946907697',b'highway',b'stop',b'regular'
b'2946908323',b'highway',b'stop',b'regular'
b'2946910370',b'highway',b'stop',b'regular'
b'2946910371',b'highway',b'stop',b'regular'
b'2946911175',b'highway',b'stop',b'regular'
b'2946911176',b'highway',b'stop',b'regular'
b'2946911177',b'highway',b'stop',b'regular'
b'2976594192',b'access',b'private',b'regular'
b'2976594192',b'amenity',b'waste_disposal',b'regular'
b'2988197565',b'foot',b'yes',b'regular'
b'2988197565',b'horse',b'yes',b'regular'
b'2988197565',b'barrier',b'gate',b'regular'
b'2988197565',b'bicycle',b'yes',b'regular'
b'2988197565',b'motorcar',b'yes',b'regular'
b'2988197570',b'foot',b'yes',b'regular'
b'2988197570',b'horse',b'yes',b'regular'
b'2988197570',b'barrier',b'gate',b'regular'
b'2988197570',b'bicycle',b'yes',b'regular'
b'2988197570',b'motorcar',b'yes',b'regular'
b'2988197584',b'foot',b'yes',b'regular'
b'2988197584',b'barrier',b'gate',b'regular'
b'2988197584',b'bicycle',b'yes',b'regular'
b'2988197590',b'barrier',b'gate',b'regular'
b'2988197593',b'foot',b'yes',b'regular'
b'2988197593',b'barrier',b'gate',b'regular'
b'2988197593',b'bicycle',b'yes',b'regular'
b'2988197594',b'foot',b'yes',b'regular'
b'2988197594',b'barrier',b'gate',b'regular'
b'2988197594',b'bicycle',b'yes',b'regular'
b'2988197614',b'foot',b'yes',b'regular'
b'2988197614',b'barrier',b'gate',b'regular'
b'2988197614',b'bicycle',b'yes',b'regular'
b'2988197614',b'motorcar',b'yes',b'regular'
b'2988197614',b'motorcycle',b'yes',b'regular'
b'2988197656',b'foot',b'yes',b'regular'
b'2988197656',b'barrier',b'gate',b'regular'
b'2988197656',b'bicycle',b'yes',b'regular'
b'2988197656',b'motorcar',b'yes',b'regular'
b'2988197656',b'motorcycle',b'yes',b'regular'
b'2988197659',b'foot',b'yes',b'regular'
b'2988197659',b'barrier',b'gate',b'regular'
b'2988197659',b'bicycle',b'yes',b'regular'
b'2988197659',b'motorcar',b'yes',b'regular'
b'2988197659',b'motorcycle',b'yes',b'regular'
b'3013509206',b'name',b'Agape Christian Fellowship of San Luis Obispo',b'regular'
b'3013509206',b'amenity',b'place_of_worship',b'regular'
b'3013509206',b'religion',b'christian',b'regular'
b'3026612925',b'highway',b'traffic_signals',b'regular'
b'3044775352',b'barrier',b'gate',b'regular'
b'3054190533',b'name',"b""Fast Eddie's Self Service Car Wash""",b'regular'
b'3054190533',b'amenity',b'car_wash',b'regular'
b'3146422585',b'emergency',b'fire_hydrant',b'regular'
b'3146487834',b'emergency',b'fire_hydrant',b'regular'
b'3146487835',b'emergency',b'fire_hydrant',b'regular'
b'3146487836',b'emergency',b'fire_hydrant',b'regular'
b'3146487837',b'emergency',b'fire_hydrant',b'regular'
b'3146487838',b'emergency',b'fire_hydrant',b'regular'
b'3146487839',b'emergency',b'fire_hydrant',b'regular'
b'3146487840',b'emergency',b'fire_hydrant',b'regular'
b'3146487841',b'emergency',b'fire_hydrant',b'regular'
b'3146487842',b'emergency',b'fire_hydrant',b'regular'
b'3146487843',b'emergency',b'fire_hydrant',b'regular'
b'3146487844',b'emergency',b'fire_hydrant',b'regular'
b'3146487845',b'emergency',b'fire_hydrant',b'regular'
b'3146487846',b'emergency',b'fire_hydrant',b'regular'
b'3146487847',b'emergency',b'fire_hydrant',b'regular'
b'3146487848',b'emergency',b'fire_hydrant',b'regular'
b'3146487849',b'emergency',b'fire_hydrant',b'regular'
b'3146487850',b'emergency',b'fire_hydrant',b'regular'
b'3146487851',b'emergency',b'fire_hydrant',b'regular'
b'3146487852',b'emergency',b'fire_hydrant',b'regular'
b'3146577503',b'emergency',b'fire_hydrant',b'regular'
b'3146588554',b'emergency',b'fire_hydrant',b'regular'
b'3148185083',b'emergency',b'fire_hydrant',b'regular'
b'3148185084',b'emergency',b'fire_hydrant',b'regular'
b'3148185085',b'emergency',b'fire_hydrant',b'regular'
b'3153439090',b'access',b'private',b'regular'
b'3153439090',b'barrier',b'gate',b'regular'
b'3158156561',b'amenity',b'post_box',b'regular'
b'3158174061',b'name',"b'1, 4'",b'regular'
b'3158174061',b'covered',b'yes',b'regular'
b'3158174061',b'highway',b'bus_stop',b'regular'
b'3158174061',b'network',b'RTA',b'regular'
b'3158175461',b'name',b'Stenner Glen Student Housing',b'regular'
b'3158175461',b'city',b'San Luis Obispo',b'addr'
b'3158175461',b'street',b'Foothill Boulevard',b'addr'
b'3158175461',b'housenumber',b'1050',b'addr'
b'3158190161',b'name',b'1',b'regular'
b'3158190161',b'covered',b'no',b'regular'
b'3158190161',b'highway',b'bus_stop',b'regular'
b'3158190161',b'network',b'RTA',b'regular'
b'3158671953',b'barrier',b'gate',b'regular'
b'3160688976',b'name',b'Stephen Ross Wine Cellars',b'regular'
b'3160688976',b'shop',b'wine',b'regular'
b'3160688976',b'craft',b'winery',b'regular'
b'3160688976',b'phone',b'+1 805 594 1318',b'regular'
b'3160688976',b'website',b'http://stephenrosswine.com',b'regular'
b'3160688976',b'city',b'San Luis Obispo',b'addr'
b'3160688976',b'full',b'178 Suburban Road',b'addr'
b'3160688976',b'state',b'CA',b'addr'
b'3160688976',b'street',b'Suburban Road',b'addr'
b'3160688976',b'description',b'tasting room',b'regular'
b'3160688976',b'postcode',b'93401',b'addr'
b'3160688976',b'housenumber',b'178',b'addr'
b'3160688976',b'street:name',b'Suburban',b'addr'
b'3160688976',b'street:type',b'Road',b'addr'
b'3184967662',b'highway',b'turning_circle',b'regular'
b'3185236424',b'emergency',b'fire_hydrant',b'regular'
b'3185236425',b'emergency',b'fire_hydrant',b'regular'
